,User-ID,ISBN,Book-Rating
242883,55892,0786890436,6
242959,55927,0060930187,7
242962,55927,0060976845,7
242965,55927,0064405842,8
242985,55927,0316666343,9
242986,55927,0345348036,10
242998,55927,0395083567,10
243058,55927,0553296981,10
243122,55927,0743262174,9
244812,56307,0312983271,9
244813,56307,0312983301,8
244832,56307,0440225701,9
244860,56307,0515135739,5
244862,56307,0553285920,7
244866,56307,0553575538,9
244868,56307,0553583468,8
244885,56307,080411918X,9
244886,56307,0821769367,9
244890,56307,1551667010,7
245203,56391,0060976845,8
245204,56391,0061009059,8
245208,56391,0312283709,9
245210,56391,0312421273,5
245222,56391,0385509510,8
245223,56391,0385722192,10
245288,56399,0060740450,8
245292,56399,0061000027,10
245293,56399,0061000043,10
245301,56399,0061092606,10
245302,56399,0061097853,10
245305,56399,0061099325,10
245358,56399,0140186409,8
245572,56399,038549081X,6
245581,56399,0399501487,7
245595,56399,0440178002,10
245618,56399,0441790348,10
245626,56399,0446363251,10
245651,56399,0451169530,10
245663,56399,0451523377,10
245739,56399,0553250426,10
245740,56399,0553250531,10
245744,56399,0553289411,10
245831,56399,0679785892,10
246207,56399,0971880107,5
246491,56447,0064407055,9
246536,56447,0140481346,4
246623,56447,0316666343,8
246640,56447,0345339495,8
246661,56447,0345416260,9
246704,56447,0375702709,7
246721,56447,0380752859,8
246725,56447,0380789035,7
246747,56447,0385474016,8
246802,56447,0440219078,8
246861,56447,044900371X,6
246930,56447,0515133639,8
246975,56447,0553212478,8
247138,56447,0671003755,8
247408,56447,0842329242,9
247411,56447,0842329277,6
247412,56447,0842329293,7
247735,56554,0312291639,9
247741,56554,0345346491,9
247745,56554,0373250126,9
247746,56554,0373250134,9
247787,56554,0380722704,4
247790,56554,0380818973,9
247793,56554,0385335830,9
247799,56554,0385511612,9
247800,56554,0385729340,10
247801,56554,0385730586,10
247803,56554,0399143947,9
247824,56554,0451169530,10
247834,56554,0515102636,9
247843,56554,0553802496,9
247846,56554,0671021001,7
247853,56554,0688177751,10
247867,56554,0767905180,10
247871,56554,0767913000,8
247884,56554,1551668912,9
248243,56804,0312150601,10
248245,56804,0312421273,1
248249,56804,0385333412,7
248250,56804,0385498802,6
248253,56804,0446672211,5
248255,56804,0452282128,8
249404,56959,0060740450,10
249426,56959,006109868X,10
249427,56959,0061099325,10
249506,56959,0140386645,10
249607,56959,0312986343,10
249616,56959,0316666343,8
249638,56959,0345416260,5
249739,56959,0385420161,8
249815,56959,0425188787,10
249885,56959,0440407524,10
249907,56959,0440498058,10
250056,56959,0553279556,10
250059,56959,0553296981,10
250089,56959,0590371258,10
250121,56959,0671001795,10
250179,56959,0679457526,10
250194,56959,0679751521,8
250333,56959,080411868X,10
250378,56959,0836218051,8
250486,56959,1400031362,10
251734,57398,0060502258,9
251742,57398,0345339703,10
251743,57398,0345339738,10
251745,57398,0345378482,8
251748,57398,0345397819,9
251755,57398,0373484410,8
251757,57398,0380730847,9
251758,57398,0385474016,9
251790,57398,0515114693,7
251792,57398,0515124214,9
251819,57398,1558531025,9
252462,57725,0316666343,10
252472,57725,0374199698,9
252477,57725,0375413634,8
252487,57725,0385420161,9
252491,57725,0385503954,10
252492,57725,0385509456,10
252514,57725,0679772677,8
252517,57725,0688170528,10
252529,57725,0743454529,9
252854,57976,0515121495,8
252855,57976,0517556278,7
252856,57976,0517580497,9
252857,57976,0553148001,10
252858,57976,0553250531,9
252860,57976,0553582747,8
252861,57976,0553583441,8
252862,57976,0609610597,8
252865,57976,0671036505,5
253498,58255,0373218397,8
253499,58255,0373243790,9
253507,58255,0439139600,10
253511,58255,0515120006,10
253513,58255,0515121843,9
253515,58255,0515132020,10
253516,58255,0515136379,10
253517,58255,0515136530,10
254252,58594,0061020710,8
254254,58594,0061097861,10
254257,58594,0312305060,7
254260,58594,0345413873,3
254262,58594,0345452569,7
254265,58594,0380730820,6
254266,58594,0380730847,8
254272,58594,0380813815,9
254288,58594,0452266564,3
254293,58594,0515134384,9
254300,58594,0575400951,9
254328,58594,0886777844,8
255548,59150,014038572X,8
255574,59150,038542017X,8
255613,59150,0515103292,10
255634,59150,0553573136,7
255640,59150,0670865796,8
255656,59150,0684865742,7
255670,59150,0804105820,8
255678,59150,0804111898,8
255782,59172,0345444884,7
255945,59172,0446604801,10
255960,59172,0446613436,10
256025,59172,0515131229,8
256085,59172,0671001132,10
256118,59172,0671670689,10
256128,59172,0671729462,10
256142,59172,0671868691,10
256238,59172,0920668372,10
256699,59269,0060256672,10
256707,59269,0142000663,10
256737,59269,0448095017,9
256783,59269,0671867091,10
256784,59269,0671888587,10
256793,59269,0684853507,8
256817,59269,1558746161,10
256949,59390,0061009059,8
256970,59390,0380710218,10
256971,59390,0380717018,9
256980,59390,0399150897,9
256989,59390,0425180638,9
257068,59390,0842329293,10
259398,60244,0060392452,8
259400,60244,0060502258,8
259471,60244,0060987103,7
259514,60244,0064405842,7
259516,60244,0064407055,8
259540,60244,0064471047,9
259541,60244,0064471101,9
259607,60244,0140276904,8
259643,60244,014038572X,6
259644,60244,0140386645,9
259769,60244,0312195516,7
259770,60244,0312199430,8
259813,60244,0312966091,9
259815,60244,0312966970,9
259830,60244,0312983271,7
259833,60244,0312990456,9
259850,60244,0316284955,8
259860,60244,0316735027,7
259866,60244,0316780375,8
259884,60244,0345339681,10
259887,60244,0345339738,10
259929,60244,0345435028,9
259930,60244,0345435168,9
259942,60244,0345445848,7
259947,60244,0345450892,8
259962,60244,0345465083,9
259998,60244,0374172897,10
260041,60244,0375504613,8
260047,60244,0375700757,6
260048,60244,0375701907,9
260050,60244,0375702709,9
260057,60244,0375705856,7
260060,60244,0375706410,9
260080,60244,0375758992,8
260096,60244,0380698714,9
260118,60244,0380728133,6
260175,60244,0385333412,8
260184,60244,0385335881,8
260220,60244,0385512104,7
260226,60244,0385721420,8
260227,60244,0385722435,7
260361,60244,0440180295,8
260372,60244,0440219078,9
260396,60244,0440407524,8
260476,60244,0446675059,8
260493,60244,0449003795,8
260504,60244,0449219364,9
260523,60244,0449911004,7
260524,60244,0449911446,7
260531,60244,0449912558,3
260535,60244,0451169530,4
260550,60244,0451409973,7
260748,60244,0609807900,9
260768,60244,0670030643,7
260791,60244,0671001795,9
260804,60244,0671510126,10
260852,60244,0679426159,9
260867,60244,0679457526,9
260886,60244,0679736042,8
260899,60244,0679746048,7
260906,60244,0679751521,7
260939,60244,0679886370,9
261063,60244,0743237188,8
261114,60244,0767900383,8
261117,60244,0767902521,9
261123,60244,0767905180,7
261125,60244,0767905385,9
261160,60244,0786881852,9
261206,60244,0804114609,8
261215,60244,0805036377,9
261303,60244,0842342702,5
261340,60244,0877733759,9
261407,60244,1400034779,9
261506,60244,1576737330,8
261535,60244,1592400876,10
263581,60621,0312265867,10
263583,60621,0312966970,10
263584,60621,0312980140,10
263590,60621,0385511612,8
263594,60621,0425189031,7
263599,60621,0440236061,9
263601,60621,0446603589,10
263613,60621,0553250531,9
263614,60621,0553280368,10
263619,60621,0671001795,10
263753,60707,0061092606,7
263755,60707,0061092886,8
263756,60707,0061097853,8
263757,60707,0061097861,8
263760,60707,0061099325,8
263821,60707,0312983271,9
263823,60707,0312983298,7
263824,60707,0312983301,6
263989,60707,0671001795,9
264028,60707,0826308791,9
265002,61038,0142001805,10
265010,61038,0375504613,5
265011,61038,0375706410,5
265025,61038,0440207622,5
265034,61038,0440223571,5
265044,61038,0671250671,10
265048,61038,0684872153,5
265247,61147,0064400557,10
265266,61147,0345339681,10
265268,61147,0345353145,10
265269,61147,0345354613,10
265271,61147,0345378482,10
265285,61147,0413537900,10
265539,61257,0060938455,8
265543,61257,0375725784,10
265545,61257,0385720920,8
265547,61257,0399501487,7
265548,61257,0441003257,5
265552,61257,0441172717,10
265555,61257,0553277472,5
265559,61257,0679785892,8
265785,61427,0345435028,8
265800,61427,0385265700,6
265803,61427,0385335482,7
265832,61427,0553234811,4
265835,61427,0553569155,9
265850,61427,0804105820,8
265851,61427,0804111898,8
265853,61427,0826308791,10
267456,61901,0385484518,10
267517,61901,0609608444,9
267528,61901,0671042572,9
267533,61901,0684814994,9
267544,61901,074322423X,9
267552,61901,0767915054,7
268292,62272,0312966091,10
268302,62272,0312990456,9
268389,62272,0440176484,10
268421,62272,044661193X,8
268430,62272,0452284295,9
268440,62272,0553106643,8
268455,62272,0671001795,10
268465,62272,0671693816,8
268475,62272,0684810387,9
268476,62272,0684815451,9
268478,62272,0684853507,8
268967,62464,0140185216,10
268977,62464,0345465083,9
268980,62464,0375758992,8
268989,62464,0440940001,9
269002,62464,0553210793,8
269009,62464,0679776818,6
269217,62558,0380789035,8
269231,62558,0440498058,8
269234,62558,0441004520,7
269249,62558,0451523377,6
269250,62558,0452282152,6
269277,62558,0671726889,8
269288,62558,0877733759,9
269944,62862,0060930535,10
269948,62862,0061097101,8
269951,62862,0140244824,5
269954,62862,0142001430,7
269957,62862,0156006529,8
269958,62862,0312195516,10
269959,62862,0312199430,10
269967,62862,0316666343,6
269971,62862,0316782505,9
269972,62862,0345392825,7
269987,62862,0380718332,8
269992,62862,0385335482,8
270001,62862,0385721420,5
270021,62862,0446672211,10
270023,62862,0449149676,8
270046,62862,0671023616,8
270052,62862,068487217X,6
270054,62862,0743203631,7
270065,62862,0767905180,9
270066,62862,0767905938,8
270072,62862,0767916069,6
270075,62862,0786869216,10
270077,62862,0786885688,10
270098,62862,1878424319,8
270305,62891,0020199600,10
270344,62891,0140481389,10
270352,62891,0316666343,6
270359,62891,0345353145,8
270362,62891,0345378482,8
270364,62891,0345380371,7
270370,62891,0373250126,7
270426,62891,0451169514,7
270431,62891,0452281903,7
270436,62891,0515103292,9
270469,62891,0679723161,10
270471,62891,0679735771,6
273779,63854,0312265867,7
273781,63854,0312966091,6
273782,63854,0312966970,6
273784,63854,0312976275,6
273785,63854,0316168688,10
273786,63854,0316666343,9
273788,63854,0345440765,9
273803,63854,0399150897,8
273820,63854,0671011375,8
273821,63854,0671021001,7
273839,63854,0786885688,8
273995,63938,0060391626,10
274059,63938,0316601950,6
274094,63938,038082101X,7
274108,63938,0385512104,8
274110,63938,0385721420,8
274127,63938,0425109720,8
274190,63938,0679751521,8
274204,63938,0743237188,6
274286,63956,0060392452,8
274310,63956,0345339681,10
274317,63956,0385418493,9
274318,63956,038549081X,9
274340,63956,0452264464,9
274355,63956,0553277472,9
274389,63956,0836204387,10
274391,63956,0836218051,10
274392,63956,0836218221,10
275296,64270,0142001430,8
275299,64270,0345436911,7
275306,64270,0743203631,7
275307,64270,0743225082,7
275309,64270,080411918X,5
275310,64270,1400030382,8
275686,64436,0060502258,9
275689,64436,0060934417,7
275695,64436,0061009059,7
275727,64436,0316779237,7
275729,64436,0345348036,9
275734,64436,0345425707,7
275735,64436,0345438329,7
275750,64436,0375706771,6
275756,64436,0380813815,9
275768,64436,0385511612,5
275777,64436,0440241162,6
275784,64436,0446677450,6
275813,64436,0670030643,7
275853,64436,0767905180,8
275858,64436,0786867647,8
275876,64436,0971263906,8
275878,64436,1400031346,7
275879,64436,1400031354,7
277439,65258,006098824X,7
277464,65258,0142000205,7
277474,65258,0316284955,9
277488,65258,0345316509,5
277495,65258,0345339681,10
277499,65258,0345368932,8
277504,65258,0345378482,9
277661,65258,0671534734,7
277696,65258,0684865742,5
277697,65258,068487217X,9
277772,65258,0971880107,6
278293,65584,0312983298,8
278296,65584,0345413903,7
278302,65584,0345452569,8
278316,65584,0380817691,8
278318,65584,0385336179,10
278323,65584,042518286X,9
278332,65584,0440241413,10
278339,65584,0451191013,9
278341,65584,0451205421,9
278349,65584,0452281679,10
278355,65584,0553580191,9
278367,65584,067101420X,9
278380,65584,0821769367,8
278386,65584,1551669498,9
278448,65663,0066214122,9
278455,65663,0316693294,8
278461,65663,0345353145,10
278462,65663,0345378482,9
278508,65663,0553250426,8
278509,65663,0553250531,8
278510,65663,0553280945,8
279001,65877,042518286X,9
279009,65877,0451206525,8
279010,65877,0452281903,9
279013,65877,067102535X,10
279014,65877,0671036505,8
279019,65877,080411918X,8
279533,66323,0312195516,8
279534,66323,034540761X,6
279536,66323,0375412824,3
279537,66323,0375702709,7
279557,66323,0553234811,6
279563,66323,0671250671,7
280276,66574,0060930187,3
280280,66574,0140185216,3
280287,66574,0385721420,8
280288,66574,0385722192,7
280290,66574,0393319296,8
280292,66574,0399501487,6
280296,66574,0425109720,7
280297,66574,0425116840,8
280312,66574,0553210793,4
280318,66574,0679723161,10
280321,66574,0679751521,7
280326,66574,1400032717,6
280334,66574,1880418568,8
280566,66680,0140092323,5
280590,66680,0375705856,8
280596,66680,0380730138,5
280706,66680,0451190491,7
280707,66680,0451190521,7
280708,66680,0451190548,7
280709,66680,0451190556,7
280710,66680,0451190564,7
280711,66680,0451190572,7
280719,66680,0452282195,5
280738,66680,0553292722,6
280778,66680,0684810387,7
280780,66680,0684853507,6
280826,66680,1565122968,5
281393,66942,0140186409,10
281414,66942,0316666343,8
281430,66942,0375702709,6
281439,66942,0385265700,6
281445,66942,0393317552,7
281484,66942,0671021001,8
281492,66942,0679742298,7
281499,66942,0684865742,4
281521,66942,0786890436,8
281536,66942,0842329218,7
282177,67198,0345325818,10
282178,67198,0345339681,10
282179,67198,0345339703,10
282180,67198,0345339711,10
282181,67198,0345339738,10
282186,67198,0345397819,8
282190,67198,0440220653,9
282200,67198,0765342987,10
282207,67198,0786915749,10
283193,67547,0312195516,3
283209,67547,0345436911,4
283220,67547,0375406182,7
283230,67547,0385314698,9
283232,67547,038533656X,4
283257,67547,0446679364,7
283299,67547,0804111359,8
283367,67591,0060930535,10
283378,67591,0316780375,8
283380,67591,0375702709,9
283386,67591,0446672211,8
283396,67591,0671021001,8
283397,67591,0671024248,8
283398,67591,0671042572,7
283400,67591,0671755064,9
283406,67591,0679736042,7
283453,67627,0425179885,5
283460,67627,0553801376,9
283469,67627,084233226X,10
283470,67627,0842332278,6
283471,67627,0842342702,10
283477,67627,1576737330,8
283514,67663,0060391448,7
283547,67663,0345442822,10
283551,67663,0374199698,4
283570,67663,0375758992,9
283573,67663,0385503954,6
283574,67663,0385507607,7
283592,67663,044900371X,4
283600,67663,0609608444,10
283609,67663,0679432477,6
283610,67663,0679735909,8
283629,67663,0743454529,10
283638,67663,0812969812,7
283666,67663,1592400876,10
284124,67840,0312983271,10
284145,67840,0375700757,10
284171,67840,0380973650,5
284196,67840,0399150897,5
284213,67840,0425182886,9
284229,67840,0440236061,8
284230,67840,0440237262,6
284253,67840,0446677450,7
284275,67840,0451206525,10
284277,67840,0451207521,9
284323,67840,0618129022,10
284382,67840,0836218051,10
284392,67840,1400034779,10
284397,67840,1551667010,10
285701,68256,0439139600,8
285710,68256,0446672211,8
285721,68256,0670892963,8
285731,68256,0786881852,5
285737,68256,0887307876,10
285741,68256,1573225126,4
286010,68436,0345339711,8
286011,68436,0345339738,8
286015,68436,0345378482,8
286032,68436,0441172717,9
286033,68436,0441790348,9
286048,68436,0553293354,9
286359,68555,0312147015,6
286360,68555,0312195516,10
286398,68555,034540761X,7
286399,68555,0345418018,7
286404,68555,0345435028,8
286464,68555,0385511612,9
286476,68555,0425116840,6
286486,68555,0425161722,5
286509,68555,0440176484,5
286539,68555,0440224780,5
286542,68555,0440225701,7
286584,68555,0446603589,7
286695,68555,0553580191,5
286810,68555,0767902521,9
286814,68555,0786808551,10
286912,68555,1558745017,8
286936,68555,1853260002,9
287684,68984,0060392452,6
287689,68984,0345339681,3
287695,68984,0399144463,1
287705,68984,0553294903,3
287717,68984,0804105820,9
287720,68984,0842329218,9
287721,68984,0842329242,8
287723,68984,0842329269,9
287724,68984,0842329277,9
287725,68984,0842329293,8
287729,68984,0842342702,10
288689,69078,0060175966,8
288692,69078,006019491X,9
288699,69078,0060256656,8
288700,69078,0060256672,9
288721,69078,0060938455,8
288743,69078,0140077022,8
288768,69078,0140481389,8
288809,69078,0312282990,8
288810,69078,0312283709,8
288816,69078,0316666343,7
288844,69078,0374199698,9
288853,69078,0375406530,9
288861,69078,0375500510,8
288864,69078,0375700757,9
288869,69078,0375705856,8
288889,69078,0385337116,6
288893,69078,0385490445,9
288897,69078,0385503954,9
288900,69078,0385509456,9
288901,69078,0385509510,8
288902,69078,0385721420,8
288911,69078,0393317552,8
288964,69078,0449907481,8
288975,69078,0452268060,6
289002,69078,0553277472,6
289006,69078,0571081789,7
289027,69078,0671003755,7
289043,69078,0671755064,6
289049,69078,0679405283,6
289053,69078,0679412956,7
289062,69078,0679432477,8
289074,69078,0679723161,9
289082,69078,0679735771,8
289115,69078,0684863472,6
289116,69078,0684865742,7
289125,69078,0688177859,9
289429,69156,0060964049,5
289430,69156,0061009059,9
289435,69156,0312205406,9
289438,69156,0312265867,8
289445,69156,0312966091,9
289483,69156,0553279912,7
289485,69156,0553280368,7
290456,69355,0061031844,7
290470,69355,0064400042,8
290548,69355,0345444884,9
290618,69355,0385512104,8
290649,69355,0399142789,5
290677,69355,042517736X,7
290882,69355,0553375407,8
291140,69355,0871136791,8
291254,69355,1931561648,8
291301,69378,0142004278,7
291306,69378,0312291639,6
291313,69378,0373484410,4
291322,69378,0385265700,5
291398,69378,0971880107,5
291399,69378,140003180X,8
291404,69378,1592400876,9
291421,69389,0060391626,8
291429,69389,0312265867,9
291430,69389,0312305060,9
291432,69389,0312966091,9
291433,69389,0312966970,9
291435,69389,0312976275,9
291436,69389,0316168688,8
291443,69389,0399147195,8
291448,69389,0440403278,9
291467,69389,055321313X,8
291468,69389,0553213148,8
291470,69389,0553213164,8
291472,69389,0553213180,8
291475,69389,0553271636,8
291476,69389,0553279556,8
291477,69389,0553279912,8
291479,69389,0553280368,8
291480,69389,0553284789,8
291482,69389,0670839531,9
291485,69389,0671001795,9
291491,69389,0684810387,8
291493,69389,0684863472,6
291494,69389,0684867621,8
291506,69389,0842329242,8
291605,69405,0425150143,7
291675,69405,0515131229,8
291677,69405,051513287X,8
291684,69405,0553277243,8
291715,69405,0684862719,8
291726,69405,0767905938,8
292389,69697,014038572X,10
292403,69697,0312971125,8
292806,69697,0373483694,9
293213,69697,0425150984,10
293239,69697,0425181464,10
293243,69697,0425183971,10
293537,69697,051511779X,9
293627,69697,0553296981,10
293747,69697,0671025333,8
293801,69697,0671744216,9
295287,69971,0345348036,10
295304,69971,0345423097,9
295307,69971,0345435028,9
295315,69971,0345465083,8
295318,69971,0375705198,7
295363,69971,038542017X,7
295365,69971,0385509456,9
295417,69971,0425192733,3
295447,69971,0441172717,5
295538,69971,0553573403,9
295772,69971,1400031354,8
295869,70014,0312980140,7
295871,70014,034541389X,8
295878,70014,0439139600,10
295879,70014,0440176484,5
295885,70014,0451207521,5
295889,70014,0671023616,8
295890,70014,067102535X,8
295938,70052,0142000205,7
295951,70052,0316666343,10
296001,70052,042516098X,6
296012,70052,0440216745,5
296040,70052,0446672211,8
296060,70052,0451456718,5
296080,70052,0553561618,7
296111,70052,0671042572,7
296140,70052,0684810395,5
296197,70052,0886777844,4
296276,70065,0345378482,6
296298,70065,042516098X,7
296305,70065,0440200989,2
296318,70065,0449221504,7
296332,70065,0515095826,6
296385,70065,0886777631,6
296388,70065,0894808249,5
297218,70415,0312195516,10
297225,70415,0316781142,3
297301,70415,0385418493,10
297321,70415,0440202043,10
297340,70415,0446515078,8
297363,70415,0449221482,8
297364,70415,0449221512,8
297392,70415,0553213148,9
297408,70415,0553561618,8
297439,70415,0684810387,8
297441,70415,0684835959,8
297458,70415,0804114609,9
297517,70415,1558747109,8
298125,70594,0060175966,9
298196,70594,0380813815,10
298208,70594,0385504470,9
298211,70594,0385511612,7
298244,70594,0525947299,9
298252,70594,0553576089,7
298335,70594,0805063889,9
298367,70594,1400031354,10
298368,70594,1400031362,9
298369,70594,1400034779,9
298388,70594,1550548913,9
298397,70594,1592400876,8
298551,70666,0345353145,8
298552,70666,0345354613,5
298557,70666,0345378482,5
298559,70666,0345380371,5
298565,70666,0385421982,8
298566,70666,0385484518,10
298571,70666,0425116840,5
298582,70666,0440225701,9
298588,70666,0446603589,5
298613,70666,0553296981,7
298637,70666,0786861347,8
298638,70666,0786862564,5
298648,70666,0887307876,6
299770,71234,0066214122,10
299823,71234,0451403703,10
299833,71234,0553582747,10
299834,71234,0553801430,10
299836,71234,0553802496,10
299855,71234,0765341972,8
299857,71234,0786868015,10
300261,71490,0060096195,8
300267,71490,0345353145,7
300279,71490,0425169693,5
300290,71490,0451456718,3
300292,71490,0553262505,6
300293,71490,0553580191,8
300300,71490,0765342987,10
300301,71490,0812967240,6
302496,72214,006109868X,9
302503,72214,0316666343,10
302513,72214,0375758992,3
302536,72214,051513628X,7
302537,72214,0515136379,7
302538,72214,0515136530,6
302558,72214,068483376X,10
302573,72214,0767905385,8
305013,73044,0060930535,9
305028,73044,0312195516,10
305029,73044,0312291639,8
305030,73044,0312305060,8
305032,73044,0316601950,7
305035,73044,0345425707,8
305039,73044,0345442822,7
305047,73044,0380730138,7
305050,73044,0385484518,5
305054,73044,0385722435,7
305060,73044,0446394521,9
305077,73044,0688177751,7
305083,73044,0812969812,6
305086,73044,1565122968,8
305087,73044,1573229571,7
305145,73056,0061009059,10
305146,73056,0312966091,9
305147,73056,0316666343,10
305152,73056,0452282152,7
305154,73056,0671001132,7
305155,73056,0671001795,10
305158,73056,0743411323,8
305160,73056,0786866845,8
305161,73056,0786867647,9
305754,73330,0064400557,10
305766,73330,0375701907,10
305767,73330,037570910X,10
305779,73330,0449911519,8
305783,73330,0553575384,10
305790,73330,0679735909,10
306187,73394,0345339681,10
306332,73394,0380718340,10
306391,73394,0385730586,8
306556,73394,0440235502,9
306894,73394,0553575538,8
307136,73394,0740723367,10
308034,73588,0345380371,5
308035,73588,034538475X,2
308051,73588,0425140032,5
308066,73588,0449219364,6
308068,73588,0449221512,5
308086,73588,0553271636,5
308092,73588,0553569031,8
308247,73651,0345438329,9
308250,73651,0345445848,9
308251,73651,0373218397,5
308252,73651,0373218486,5
308257,73651,0373484895,6
308275,73651,0380804697,7
308290,73651,0425151875,6
308299,73651,0425171493,6
308302,73651,0425178951,7
308372,73651,0515126772,5
308374,73651,0515128546,5
308375,73651,0515128554,5
308379,73651,0515131229,5
308381,73651,0515132020,6
308382,73651,051513287X,5
308522,73681,0140131558,9
308564,73681,0345354613,6
308569,73681,0380718332,9
308571,73681,0380815923,9
308572,73681,038082101X,9
308582,73681,0425154092,8
308585,73681,0425180638,9
308589,73681,0439139600,10
308625,73681,0553250531,6
308628,73681,0553280945,6
308629,73681,0553289411,7
308642,73681,0679751521,9
308652,73681,0684853515,9
308668,73681,1400030382,9
309095,73923,006098824X,8
309115,73923,0316096199,9
309116,73923,0316666009,7
309142,73923,0385418493,8
309158,73923,0440241413,9
309178,73923,0553212583,8
309189,73923,0679721886,5
309207,73923,0786868619,10
309341,74026,0345316509,7
309344,74026,0345413873,7
309345,74026,0345452569,7
309351,74026,0380752859,8
309352,74026,0380789035,9
309384,74026,0786915749,8
309388,74026,0812513738,8
309394,74026,0812565959,8
309450,74056,0312983271,7
309452,74056,0312983298,8
309453,74056,0312983301,7
309457,74056,0380698714,8
309461,74056,0385335482,10
309462,74056,0385335881,10
309463,74056,0385336810,10
309464,74056,038549081X,7
309491,74056,0671693816,6
309502,74056,0786866586,9
310018,74286,0142000205,6
310022,74286,0312979096,8
310034,74286,0375703063,6
310060,74286,0452282195,6
310061,74286,0452282829,8
310063,74286,0553212583,9
310067,74286,0670865796,7
310069,74286,0671003755,7
310079,74286,0743237188,9
311890,75081,0060976497,5
311891,75081,0060976845,10
311910,75081,0316735027,10
311944,75081,0446519138,9
311951,75081,0451203895,8
311968,75081,0671003755,9
312378,75149,0060930535,7
312380,75149,0060934417,6
312405,75149,0316601950,7
312410,75149,0316779237,3
312411,75149,0316789844,8
312436,75149,0452282152,10
312464,75149,1400031354,7
312465,75149,1400031362,6
312466,75149,1400032717,7
312467,75149,1400034779,6
312933,75485,0060977337,9
312942,75485,0345313860,7
312949,75485,0373250118,6
312972,75485,0425121259,8
313005,75485,0740704818,10
313013,75485,0805036504,7
313292,75591,0060392452,10
313303,75591,0060964049,9
313307,75591,0060976845,7
313309,75591,0064400042,10
313318,75591,0140077022,7
313388,75591,0316779237,8
313390,75591,0316780375,8
313400,75591,0345438329,9
313410,75591,0375705171,9
313411,75591,037570910X,6
313412,75591,0375727132,8
313420,75591,0385199570,10
313444,75591,0385509510,9
313448,75591,0385730586,10
313472,75591,0440180295,8
313495,75591,0449907481,10
313500,75591,0449912558,10
313535,75591,0515127396,8
313551,75591,0553268449,8
313558,75591,0553289691,6
313577,75591,0670892963,5
313583,75591,0671527215,10
313606,75591,0679731725,7
313607,75591,0679734775,9
313612,75591,0679742298,9
313613,75591,0679746048,10
313620,75591,0684801221,10
313658,75591,0802130208,10
313663,75591,0804111359,10
314250,75819,0066214122,10
314256,75819,0316666343,9
314261,75819,0345378482,9
314275,75819,0385509510,9
314276,75819,0385511612,10
314285,75819,0425133540,8
314301,75819,0525947299,9
314316,75819,0679457526,8
314339,75819,0767902521,7
314344,75819,0786866020,4
314474,75860,0061032093,8
314512,75860,0312983271,7
314632,75860,0380789035,8
314659,75860,0385504470,9
314701,75860,0440241162,6
314836,75860,0767907817,5
315139,76019,0140071814,6
315154,76019,0345335465,8
315155,76019,0345339495,8
315158,76019,0345362861,8
315159,76019,0345368932,8
315169,76019,0375700757,7
315196,76019,1400031362,8
315428,76151,0312205406,10
315432,76151,0312265867,10
315437,76151,0312971125,10
315438,76151,0312980140,10
315444,76151,0316666343,10
315454,76151,0345452550,3
315491,76151,038533558X,10
315492,76151,0385484518,10
315508,76151,0399149848,10
315533,76151,0515102636,10
315538,76151,051512219X,10
315540,76151,0515133876,10
315577,76151,0553583441,10
315578,76151,0553583468,10
315583,76151,0553802461,5
315594,76151,067101420X,10
315598,76151,0671042556,10
315618,76151,0671744216,10
315633,76151,0684853507,10
315634,76151,0684867621,10
315654,76151,1551668653,10
315655,76151,1551669498,2
315854,76223,0028604199,8
315861,76223,0066214122,8
315871,76223,0140620222,9
315879,76223,0312305060,8
315884,76223,0345325818,6
315887,76223,0345339681,9
315891,76223,0345380371,8
315898,76223,0439139600,8
315909,76223,0441172717,10
315912,76223,0446673544,8
315924,76223,0553573403,10
316031,76223,0812513738,8
316033,76223,0812517725,8
316042,76223,0880381736,9
316412,76352,0060934417,6
316824,76352,0345447867,5
318763,76352,0553560735,9
319684,76352,1558743316,9
319686,76352,1558744150,9
319687,76352,155874424X,9
319689,76352,1558744606,9
319691,76352,1558745718,8
319692,76352,1558746161,9
320092,76483,0060173289,9
320144,76483,0385484518,10
320168,76483,0452282829,9
320179,76483,0553582526,8
320193,76483,0679419462,9
320200,76483,0684801221,9
320240,76483,1558745718,10
320247,76483,1573221112,10
320277,76499,0060256672,10
320289,76499,0060930187,10
320319,76499,0064405842,10
320634,76499,0374525641,10
320690,76499,0393312836,10
320773,76499,0440180295,10
320775,76499,0440220424,10
320781,76499,0440407524,7
320783,76499,0440414806,10
320789,76499,0441172717,10
320822,76499,0452268060,8
320883,76499,0553213695,10
320886,76499,0553268937,10
320890,76499,0553278223,10
320891,76499,0553294385,10
320892,76499,0553296981,10
320917,76499,0671021001,5
320992,76499,0684801221,10
321065,76499,0802130208,10
321068,76499,0802132758,10
321330,76530,0060392452,10
321332,76530,0060920084,5
321338,76530,0312282990,9
321346,76530,0345413873,5
321349,76530,0345452569,6
321356,76530,0385509510,8
321364,76530,0553283685,9
321366,76530,055357227X,3
321371,76530,0609608444,6
321535,76576,0345339711,10
321536,76576,0380698714,8
321540,76576,0440220653,6
321543,76576,0440404193,6
321548,76576,0451190521,2
321549,76576,0451190548,2
321670,76626,0060934719,9
321679,76626,0064400557,9
321695,76626,0064471055,7
321700,76626,0064471101,9
321864,76626,0140430725,9
