book_a;book_b;count
0446604801;0553279556;5
0446604801;0553280368;5
0684801523;055321313X;5
055356773X;055357258X;5
055356773X;0553572040;5
055356773X;0553560247;5
0451190521;155874262X;5
0345444884;0684853515;5
0446604801;0312976275;5
0060959037;0060987103;5
0156006529;0142001430;5
0877017883;0385335482;5
0060959037;0316601950;5
0684801523;0684865742;5
0425154092;155874262X;5
0670851086;0385199570;5
0877017883;0446672211;5
0373243286;051513287X;5
0373243286;0515128554;5
0373243286;0515128546;5
0449003795;0449223604;5
0449003795;0449221482;5
0449003795;0449219461;5
0373243286;0515121843;5
0373243286;051511779X;5
0449912558;0316666343;5
0553579606;0380718340;5
0373218966;0515136530;5
0449003795;0375700757;5
0449003795;0553279912;5
0449003795;0553280368;5
0066214122;0345444884;5
0688177751;0385484518;5
042516098X;0316666343;5
0894803204;0316666343;5
0553571885;0553561618;5
0671729462;0671695169;5
0671729462;0671670689;5
0894803204;0345339703;5
0066214122;0380710218;5
0449912558;0060987103;5
0671729462;0671534718;5
0740704818;0380718340;5
0670892963;0316096199;5
0894803204;0375706771;5
0670892963;0060392452;5
0373218966;051513287X;5
0894808249;0060502258;5
0449003795;0316666343;5
0894803204;0446672211;5
0688177859;0375706771;5
0373218486;0515128554;5
0373218486;0515126772;5
0373218486;0373484003;5
0373218486;0373218397;5
0688177859;0316666343;5
0373218400;0515128554;5
0373218400;0515131229;5
0141301155;0441003257;5
051512219X;0316666343;5
0688177751;1400031354;5
0373218400;0515136379;5
0373218400;0515136530;5
0553572040;0553560247;5
0553572040;055356773X;5
0553572040;055357258X;5
0894803204;0671003755;5
0373218400;0373483503;5
0375412824;0345435168;5
0894803204;0842329242;5
0373218966;0399149392;5
0373218966;0373484224;5
0671708635;0440226104;5
0373218966;0373218397;5
0373218966;0373218036;5
0688177751;0671001795;5
0688177751;0671003755;5
0671729462;0316666343;5
0515133876;0345423402;5
0375412824;1551665301;5
0375412824;1400031346;5
0375412824;0786885688;5
0670865796;0060934417;5
0375412824;0316780375;5
0380728133;0312195516;5
0553571885;0440225701;5
0446610542;0312966970;5
0671744216;0515126772;5
0446610542;0312980140;5
0446610542;0316601950;5
0671744216;0515124214;5
0671744216;051512219X;5
0688177751;0060987103;5
0894808249;0452282152;5
051512219X;0515136530;5
0064471101;0060987103;5
0380820854;051513628X;5
0380820854;051513287X;5
0373218036;0399149392;5
0380820854;0515126772;5
0142001430;0375706771;5
0373218036;0425189031;5
0688170528;0312305060;5
055357227X;0345413873;5
0142001430;0156006529;5
0688170528;0446672211;5
0142001430;0060930535;5
0671744216;0373483503;5
051512219X;0515128554;5
0373218192;0515121843;5
0679426159;0345445848;5
0373218192;0515132020;5
0380817691;0316666343;5
0373218192;0515136379;5
0373218192;0515136530;5
0380817691;0345413881;5
0679426159;0060987103;5
0399133143;0385199570;5
0373218192;042518630X;5
051512219X;0515126772;5
0743203631;0446672211;5
0446610542;042518630X;5
051512219X;0515102636;5
0446610542;0440241162;5
0142000663;0312305060;5
0446610542;0515126772;5
0679405283;0345313860;5
0553572202;0553572326;5
0060938455;0439139600;5
0679736042;0375705856;5
0375705856;0385503954;5
1558744150;0345435168;5
0743469801;0316096199;5
0375705856;0375706410;5
0842332278;0842329250;5
0842332278;0842329269;5
084233226X;0842332340;5
0375706410;0312282990;5
0375706410;0060987103;5
0446519138;0385484518;5
0440207622;0316666343;5
0515120006;0373243790;5
0743469801;0671001795;5
0684867621;0842329218;5
0684867621;0842329242;5
0380813815;0312966091;5
0375705856;0679746048;5
0375705856;0679736042;5
0679736042;0060987103;5
1558744150;0375702709;5
0375401598;0679454470;5
1558744150;0345313860;5
0375705856;0060987103;5
0375401601;0345313860;5
0385722435;1400031354;5
0440200989;0671568175;5
0375401601;034538475X;5
0671888587;0440225701;5
0345435168;0312305060;5
0064400557;0064400042;5
0345435168;0316666343;5
1558743316;1558744150;5
0553560247;0553572040;5
0553560247;055356773X;5
0743469801;0060987103;5
0553560247;0312966091;5
0446519138;0671003755;5
0515124214;0671744216;5
0842332340;0842329218;5
0842332340;0842329242;5
055357230X;0380718332;5
0842332340;0842329250;5
0842332340;084233226X;5
0553560247;0425154092;5
0425180638;0449003787;5
0345435168;0345439104;5
0842329269;0842332278;5
0425147584;0425116840;5
0345423291;0345438329;5
0670839531;0345313860;5
0553582526;055356451X;5
0312282990;0312966970;5
0312282990;0312195516;5
0767900383;0312291639;5
0679735909;0064400557;5
0312282990;0060502258;5
0767900383;0060987103;5
1573229571;0316666343;5
0767900383;0767905385;5
0767900383;0446672211;5
0767900383;0385484518;5
0767900383;0385335881;5
0767900383;0385335482;5
0062502182;0452282152;5
0385722435;0385335881;5
0312282990;0375706410;5
0375706410;0679746048;5
0064400042;0064400557;5
0553582526;0425154092;5
0425116840;0425147584;5
0451190572;0684853507;5
0064400042;0316666343;5
0449911004;0060502258;5
0515095826;051510566X;5
0449911004;0060987103;5
0553573616;0316666343;5
0375706410;0375705856;5
0679735909;0671003755;5
084233226X;0316601950;5
0553802496;0385511612;5
0345423402;0441004520;5
0345423402;0425181685;5
0399149392;0515121843;5
0451169530;0743237188;5
0399149392;0515128546;5
0671888587;0380718340;5
0380813815;0060175966;5
0345423402;0515133876;5
0440207622;0671670689;5
0446519138;0060976845;5
0380813815;0060938455;5
0380813815;0060987529;5
0399149392;0515136379;5
0679735909;0316666343;5
0345435168;0345438329;5
0345435168;0375412824;5
155874262X;0451190521;5
155874262X;0446672211;5
051510566X;0515093203;5
051510566X;0515095826;5
0399149848;0515131229;5
155874262X;0425154092;5
0385730586;1400031354;5
0399149848;051513287X;5
0515124214;0373483694;5
155874262X;0375706771;5
0679746048;0060502258;5
0425150984;042518630X;5
0064400557;0679735909;5
155874262X;0743237188;5
0425150984;051511779X;5
0449911004;0446672211;5
0425150984;0515128546;5
0425150984;0515128554;5
0425150984;0515132020;5
0375703063;0142000205;5
0679746048;0375705856;5
0553574639;055357258X;5
0060938455;0375725784;5
0312150601;0316666343;5
0312150601;0312195516;5
0061000027;0441790348;5
0060938455;0380813815;5
0671670689;067164257X;5
0373250126;0452282152;5
0671670689;0671729462;5
067100042X;0439139600;5
0684872153;0671003755;5
0399501487;0679751521;5
0399501487;0805063889;5
067100042X;0446672211;5
0671888587;0671867091;5
0684814994;0316666343;5
0671670689;0440207622;5
0060938455;0312195516;5
0345435168;0743237188;5
0375705198;0060934417;5
0553561618;0446606189;5
0064400557;0380710218;5
055357230X;0345413881;5
0515102636;067164257X;5
0064400557;0385335881;5
0671888587;0446672211;5
0060934719;0380789035;5
067164257X;0515102636;5
0380813815;0385511612;5
0553561618;0345313860;5
0064400557;0316601950;5
0312199430;0316666343;5
0842342702;0842329242;5
0440200989;034538475X;5
0515102636;051512219X;5
0515102636;0515136379;5
0684872153;0061097101;5
0515102636;0553294903;5
067164257X;0515136379;5
0553561618;055356451X;5
0425180638;0345413873;5
0380813815;0440498058;5
0451151259;0345353145;5
0684814994;1558744150;5
0670839531;0684853507;5
0670839531;0684853515;5
0399149848;0373218192;5
0064400557;0440498058;5
0385730586;0060987103;5
0553561618;0553571885;5
0385730586;0316096199;5
0684872153;0345445848;5
067164257X;0671670689;5
0316096199;0375727132;5
0441003745;0441010512;5
0553277472;0316666343;5
0385503954;0375705856;5
0316781142;0452282829;5
0385498802;0060934417;5
0060175966;0380813815;5
0440498058;0553213148;5
0812575717;0812509250;5
0452264464;0440498058;5
0060175966;0375700757;5
080411868X;0446672211;5
0312990456;0515131229;5
0316284955;0767905180;5
0805059555;0553279556;5
0671024108;0312976275;5
0312986343;0312195516;5
0811801802;0060987103;5
0316284955;0671021001;5
0553268449;0671003755;5
0441172717;0345339681;5
0671024248;0060987103;5
0441005241;0425181685;5
0312986343;0312980140;5
0316284955;0786866586;5
0345339738;0439139600;5
0452260116;0316666343;5
0385503954;0385721420;5
0060391626;0452282829;5
0786881852;155874262X;5
080411868X;0345353145;5
0805036504;0449219364;5
0440404193;0316666343;5
0345339681;0142000205;5
0671004549;0671003755;5
0441003257;0375725784;5
0385511612;0380813815;5
0671004549;0671568175;5
0836204387;0836217691;5
0345339681;0385484518;5
0440940001;0060987529;5
0836204387;0836221362;5
0345339681;0399501487;5
0451409973;0312195516;5
0836204387;0836220889;5
0836204387;0836218787;5
038542017X;0385484518;5
0345339703;0894803204;5
0836204387;0836218221;5
0440940001;0316666343;5
0553277472;0375706771;5
0671004549;0380718340;5
0385492081;0375725784;5
080411868X;0316601950;5
0345339681;0060392452;5
0385509510;0060976845;5
0671004549;0671867091;5
0671004549;0671867172;5
0440498058;0671001795;5
067101420X;0312265867;5
0440498058;0380813815;5
0441003257;0141301155;5
0452266564;0316666343;5
0812513738;0812517725;5
0553250531;055328942X;5
0553289411;0446672211;5
0385511612;0060502258;5
0805063889;0399501487;5
0440241162;0515136530;5
0385474016;0679734775;5
0440940001;0440498058;5
0786885688;0375706771;5
0440226104;0671001795;5
0805036377;0399147195;5
0440241162;0446610542;5
0553250531;0380730138;5
0440226104;0671708635;5
0553278592;051513287X;5
0553278592;0515132020;5
0553278592;0515128554;5
0805019375;0553280368;5
0385474016;0440219078;5
0553289411;055328942X;5
0440414806;0061009059;5
0060391626;0375706771;5
0812509250;0812575717;5
0805019375;0553271636;5
0441010512;0441003745;5
0440241162;0312983271;5
0553278592;0373244487;5
0345348036;0060976845;5
0060096195;0385335482;5
0060096195;0385335881;5
0316284955;0060392452;5
0316284955;0060987529;5
0441172717;0345314255;5
0452264464;0385484518;5
0060173289;0385484518;5
0440241413;0385335881;5
0553250531;1400034779;5
0312983298;0312983271;5
0553268449;1400031354;5
0786885688;0060987103;5
0316168688;0142000205;5
0812570944;0316666343;5
0671011375;0312966970;5
0671042556;0316666343;5
0553280945;0316666343;5
0345314255;0441172717;5
0786885688;0312195516;5
0316168688;0312195516;5
0440241162;0767907817;5
0316168688;0375412530;5
0316780812;0345439104;5
0805036377;0553271636;5
0553250531;0316666343;5
0316780812;0375412530;5
0786885688;0375412824;5
0441003257;0060987529;5
0786885688;0345438329;5
0452260116;0452282829;5
0553277472;0345313860;5
0812517725;0812513738;5
0553277537;0345313860;5
0441004520;0345423402;5
0316780812;0316666343;5
0345353145;0316666343;5
0316666009;0316666343;5
0316780375;0345313860;5
067101420X;042518630X;5
0385492081;0316601950;5
0441009239;0316666343;5
0553268449;0316666343;5
0385492081;0312195516;5
0440439884;0312195516;5
0671004549;0440225701;5
0553268449;0345438329;5
0316780375;0375412824;5
0805036504;0553279556;5
0802130208;0316666343;5
0805036504;0553279912;5
0811801802;0671001795;5
0385498802;0671003755;5
0385492081;0316096199;5
0060175966;1400034779;5
0345339703;0440225701;5
0804115761;0316601950;5
0804111359;0385335482;5
0316780375;0142000205;5
0440940001;0060976845;5
0804111359;0312195516;5
0375500510;0060391626;4
0671693816;0060987529;4
0553579606;0345353145;4
0451409973;0671001795;4
0385474016;0316168688;4
0449912558;0345438329;4
042516098X;0671003755;4
0375500510;0060976845;4
0375500510;0385265700;4
0446603589;0345353145;4
0871136791;0743203631;4
0375500510;0060934417;4
087113795X;0060987103;4
0064400557;0671003755;4
0345335465;0345313860;4
0553579606;0316666343;4
0446603589;0345380371;4
0449149676;0515128554;4
0060938455;0441569595;4
0767902521;0060502258;4
0553210092;0312966091;4
055356451X;0316666343;4
0553210092;0345313860;4
0446603589;0316666343;4
0425150984;0425178579;4
0871136791;0971880107;4
0316168688;0312265867;4
0425150984;0425181464;4
0316168688;0312966091;4
0375500510;0316601950;4
0380725835;0425178951;4
0375500510;0316284955;4
051512219X;0373483503;4
0375500510;0316096199;4
0553579606;0312966091;4
0871136791;0786885688;4
0440180295;0385511612;4
0765341972;055321313X;4
0679412956;034538475X;4
087113795X;0061009059;4
051512219X;0316601950;4
0679405283;0679441018;4
0345441265;0375412530;4
0385199570;0451190521;4
0679405283;0679454470;4
0375412824;0452282829;4
055356451X;051513287X;4
0312147015;0061009059;4
055356451X;0446604801;4
042516098X;1400031354;4
0446603589;0440225701;4
0375412824;0671001795;4
0385722435;0316780375;4
0679405283;0679412956;4
0312144075;1400031354;4
055356451X;0671004549;4
0345339703;0061009059;4
0312144075;0679746048;4
0671693816;0375706771;4
038533558X;0449006522;4
0802130208;0380813815;4
0671011375;0399150897;4
055356451X;0553582127;4
0345325818;0439139600;4
0767902521;014038572X;4
087113795X;0385498802;4
067100042X;0380718340;4
0312282990;0679457526;4
0446394521;0061009059;4
0060256656;0060938455;4
0679412956;0345313860;4
0316168688;0062502182;4
087113795X;0316601950;4
0804115761;0316666343;4
0440180295;0375701907;4
0515133876;0441003745;4
0515133876;0441002935;4
0425161722;0425162788;4
0671693816;0142000205;4
0440180295;0380789035;4
0440180295;034538475X;4
0375413634;0312195516;4
0440180295;0312199430;4
087113795X;0375706771;4
0671693816;034538475X;4
087113795X;0375412530;4
0425162788;0425161722;4
0440180295;0345313151;4
0440180295;0345313860;4
0440180295;0345318854;4
0399150897;0671011375;4
0375500510;0446672211;4
0312282990;0671001795;4
042516098X;0553582526;4
0609610597;0061009059;4
0385507593;0316284955;4
0671011375;0345313860;4
0812565959;0812575717;4
042516098X;0312966091;4
0671011375;0312966091;4
0452281903;0385335881;4
0440180295;0802130208;4
0515133639;0316666343;4
0375504613;0385335881;4
1551668653;0316666343;4
0375504613;0439139600;4
0385722435;0375700757;4
0375504613;0446672211;4
0385722435;0375702709;4
0451190556;0312966970;4
038549081X;0971880107;4
0345338588;0380752859;4
0553582127;0345313860;4
0345338588;0345313151;4
0553582127;0316666343;4
0441003257;0060392452;4
0812570944;0385484518;4
0449911519;0452282152;4
067976397X;0446672211;4
0380725827;0380721643;4
0449003981;0345423291;4
0440236738;0440498058;4
0451190556;0380718332;4
0385722435;0375705856;4
0871136791;0385484518;4
0066214122;0345380371;4
0066214122;0312305060;4
0066214122;0345353145;4
0345423097;0345435168;4
0440236738;0671001795;4
0066214122;0316781142;4
0553268449;0679734775;4
0375705171;0061009059;4
0380725827;0425178951;4
0380725827;0553284789;4
0316782505;0743203631;4
051512219X;0380820854;4
0440180295;0553268449;4
0553377868;0316666343;4
0441002935;0441010512;4
0679742298;0804111359;4
0553579606;0440225701;4
1592400876;0971880107;4
042516098X;0553569031;4
0066214122;0684867621;4
042516098X;0515095826;4
0446394521;0316284955;4
067100042X;0446604801;4
0553582127;034538475X;4
0066214122;0451403703;4
0553579606;0553279556;4
0609610597;0312976275;4
0446530387;0316666343;4
0553579606;0553571885;4
0553579606;0553582127;4
0553280945;0312195516;4
0066214122;0553802496;4
0679412956;0679405283;4
0385474016;0060502258;4
0375705171;0316666343;4
0312150601;0446672211;4
0871136791;0452282152;4
0451190548;0684853507;4
0553579606;0515131229;4
0553210092;0440180295;4
0375705171;0312195516;4
0671568833;0061009059;4
0440414806;0316601950;4
0375412530;0061009059;4
1551665301;0312305060;4
0345339703;0316666343;4
0060959037;0446672211;4
0767902521;0679457526;4
0375412530;0060391626;4
0140077022;0671003755;4
0375412530;0060976845;4
0877017883;0804111359;4
0451190521;0671011375;4
0812513738;0380752859;4
0399150897;0316666009;4
0345339703;0345313860;4
0446604801;0553279912;4
0877017883;0811811409;4
0671036505;0452281903;4
0877017883;0679751521;4
0446604801;0452282152;4
055357695X;0553583468;4
0671693816;0786881852;4
0767902521;0452282152;4
0671693816;0684872153;4
0451190521;0684853507;4
0446604801;0440225701;4
0451190521;0684853515;4
0446604801;0439139600;4
0804114609;0345441265;4
0441003257;0061009059;4
1551665301;0345438329;4
1551665301;0345435168;4
0140077022;0553268449;4
0446604801;0449219461;4
0156001314;0441790348;4
1551665301;0345445848;4
044900371X;0312195516;4
067169507X;0316666343;4
0380973650;0316666343;4
0553576089;0553280368;4
0804114609;0312983271;4
0393319296;0345313860;4
0671011375;0451190521;4
0393319296;0316666343;4
0345447867;0312966091;4
0449912558;1558531025;4
0375406530;0688177859;4
0671888587;0971880107;4
0393319296;034538475X;4
0425178951;0380725835;4
0425178951;0425188787;4
0804108749;0060987103;4
0446605484;0316096199;4
0446605484;0312990456;4
0425178951;0380725827;4
0553576089;0449221504;4
0425178951;0380723638;4
0804108749;0060976845;4
0425178951;0380721643;4
0553268449;0312195516;4
0671568175;0671867091;4
0345446860;0446672211;4
0553582127;0446672211;4
0399150897;0312305060;4
044900371X;0060976845;4
0671023616;0380718340;4
0671568175;0671867172;4
0515134384;0515127396;4
038542017X;0452282152;4
0804114609;0316666343;4
067169507X;0446672211;4
0345339703;0345325818;4
0345441265;0679746048;4
0609610597;0517580497;4
0316168688;0385474016;4
1551665301;0684814994;4
0380728133;0385722435;4
067100042X;0312195516;4
0451191013;0441003257;4
0440176484;0440224780;4
0441002935;0425179885;4
0380728133;0375706771;4
067100042X;0312976275;4
0345442822;1400031346;4
0440176484;0515126772;4
0385199570;0345444884;4
0310205719;0316601950;4
0345444884;0446672211;4
0515134384;0060008032;4
0345444884;0441790348;4
1551665301;0671001795;4
0345444884;0385512104;4
0345444884;0385199570;4
0671011375;0425180638;4
0380728133;0441010512;4
0609610597;0452282152;4
0451190548;0312195516;4
0099771519;0142001430;4
0316782505;0671003755;4
0743411323;0345441265;4
0312144075;0446672211;4
0380728133;0060987103;4
0441003257;0060987103;4
0380728133;0060938455;4
0345441265;0804114609;4
0345441265;0767905180;4
0345441265;0743411323;4
0345325818;0345339703;4
0345325818;0345339681;4
0440176484;0671001795;4
1551665301;0842329218;4
0312144075;0316666343;4
0385474016;0374199698;4
0440176484;0671534718;4
0440176484;0671695126;4
0440176484;0671695169;4
0312144075;0375705856;4
0345444884;0451151259;4
0345444884;0451169530;4
0399150897;0380710218;4
0671004549;0446606189;4
0312283709;0316666343;4
0385498721;0380813815;4
0156001314;0679720200;4
0425109720;0425180964;4
0553582127;042518630X;4
0060959037;0345439104;4
0440216745;0446672211;4
0452281903;0316666343;4
0345444884;0670839531;4
0060256672;0671003755;4
038549081X;0316666343;4
055356773X;0316666343;4
1551665301;0446672211;4
0802130208;0375706771;4
0156006529;0312195516;4
067091021X;1400031354;4
0061000043;0061099325;4
0380728133;0743237188;4
0156006529;0446672211;4
0449003981;0375412530;4
0553582127;0312980140;4
0399501487;0441003257;4
1558531025;0449912558;4
0064471047;0060987103;4
0345433491;0375702709;4
0345433491;0375700757;4
0553560247;0345313860;4
1558531025;0452282152;4
0399501487;0446363251;4
0553560247;0312976275;4
0811801802;1400031354;4
0064471047;0312966091;4
0515095826;042516098X;4
0375703764;0060976845;4
0345423402;0312195516;4
0413537900;0316666343;4
0345433491;0385265700;4
0385507607;0446672211;4
0312199430;0440180295;4
0064407055;0064471101;4
0449006522;038533558X;4
0515095826;0440200989;4
0441002935;0515133876;4
0743469801;0316666343;4
0553560247;0061009059;4
0553581554;0425180638;4
0385497466;0684867621;4
0842332278;0842329277;4
0345433491;0316096199;4
0449911004;0743237188;4
0441005748;0441009239;4
0842332278;084232920X;4
0679432477;0375700757;4
0399501487;0452264464;4
0743469801;0312966970;4
0446519138;0553296981;4
0553560247;0380718340;4
0812967240;0312195516;4
0345423291;0671003755;4
0515102636;0399149848;4
0440200989;0515095826;4
0345435028;0743237188;4
0743454529;0688170528;4
0743454529;0743206061;4
0312199430;0679457526;4
1558531025;0380718340;4
0440200989;0446606189;4
1592400876;0312966970;4
1592400876;0312966091;4
0380721643;0380725827;4
1592400876;0312305060;4
1592400876;0312291639;4
0449006522;0765341972;4
0440200989;0671701231;4
0842342702;0061009059;4
0842332340;0842332251;4
0671001132;0671868691;4
0345423291;0743454529;4
0064471047;0385335881;4
0064471047;0451169530;4
1592400876;0060502258;4
0440200989;0671867091;4
0345435028;0312195516;4
1592400876;0060938455;4
0312205406;0316666343;4
1558531025;0425154092;4
0842342702;0312966091;4
0842329277;0842332278;4
0440207622;0312966091;4
0765341972;0312305060;4
0446519138;0375700757;4
0765341972;0316666343;4
0375703063;0312305060;4
0060932759;0452282152;4
0060008032;0515134384;4
0553211404;0399501487;4
0312272057;0316666343;4
0345423402;0441010512;4
0449911004;0671001795;4
0446519138;0375706771;4
0312272057;0060391626;4
0446519138;038542017X;4
0385507607;0679746048;4
0380721643;0553284789;4
0316789089;0316666343;4
0446519138;0385337639;4
0765341972;0312195516;4
0679432477;0452282152;4
0451190572;0670839531;4
0515095826;0515087122;4
038542017X;0842329242;4
0804114609;1400031354;4
0440207622;0671534718;4
0312272057;0446672211;4
0765341972;0449006522;4
0765341972;0451169530;4
038542017X;1400031354;4
0842332251;0842332340;4
0440207622;0671695169;4
0316693294;0316666343;4
0316693294;0316666009;4
0802130208;0553277472;4
038542017X;0811801802;4
0375703063;0375706771;4
0312272057;0375412530;4
0451190572;034538475X;4
0804114609;0671021001;4
0345425707;0385722435;4
0553581554;0440226104;4
0804114609;0671001795;4
0553268449;0440180295;4
0380721643;0425178951;4
1558531025;089480829X;4
0345425707;0312291639;4
0743469801;0767905180;4
1576737330;0842329218;4
0811802981;0312195516;4
1558531025;155874262X;4
1576737330;084233226X;4
0452281903;0671036505;4
0380721643;0425188787;4
0060008032;0553280368;4
0671036505;0316666343;4
0449911004;0679426159;4
0802130208;0670892963;4
0743454529;0515136530;4
0553580191;0312195516;4
0871136791;0316789089;4
067164257X;0671534734;4
0380723638;0425178951;4
1551668998;067101420X;4
0345436911;0399501487;4
1592400876;0440219078;4
0804114609;0446675059;4
0380723638;0380721643;4
0449003981;0446672211;4
0345436911;0452282152;4
0679426159;0375702709;4
0449149676;0061097101;4
0345423291;0316601950;4
067164257X;0671695126;4
0743437802;0671038443;4
067164257X;0671695169;4
067164257X;0553294903;4
1551669498;0312980140;4
0871136791;0312305060;4
0451190556;0684853507;4
0451190556;0684867621;4
0064471101;0385335881;4
0679441018;0312195516;4
0871136791;0312195516;4
0345436911;0312195516;4
0802130208;0440180295;4
0871136791;0316781142;4
0871136791;0316666343;4
0515095826;0316666343;4
0385498721;0316666343;4
0385314698;0312195516;4
1551669498;0312265867;4
1551668998;0515131229;4
0064471101;0451169530;4
0679441018;0375401598;4
0452264464;0399501487;4
0440236738;0345413903;4
0385730586;0452282152;4
0553582127;0312976275;4
067100042X;0671004549;4
0553582127;0312966970;4
0515095826;0449219461;4
067100042X;0671001795;4
0440236738;0312966970;4
0671024108;0312966970;4
0553277472;0374199698;4
0553268449;0553289691;4
0440236738;0312966091;4
0385730586;0385335482;4
067164257X;0684814994;4
0553580191;0425121259;4
0553563521;0345413903;4
0679426159;0312966970;4
067976397X;0060976845;4
0679426159;0312195516;4
0452268060;0671003755;4
0679426159;0312966091;4
0425151875;0425150143;4
0440183057;0312980140;4
0440236738;0316666343;4
0375701907;0440180295;4
0743454529;0345445848;4
0425158594;0345386108;4
0345423291;0449003981;4
0743454529;0375412530;4
006440630X;0316666343;4
038542017X;0684865742;4
0060934719;0060987103;4
0312199430;0312195516;4
1558531025;0316666343;4
0385507607;0316666343;4
0060934719;0062502182;4
0743454529;0345423291;4
0812575717;0812565959;4
0385333412;0446672211;4
0515102636;0553250426;4
0515102636;051513287X;4
0515102636;0515131229;4
0515102636;0515128554;4
0452264464;0446672211;4
0312199430;0375701907;4
0553561618;0312966970;4
0380721643;0380723638;4
0842342702;0671001795;4
0743454529;0515136379;4
1558531025;0345445848;4
0679426159;0743237188;4
0515095826;0380718340;4
038549081X;0452282152;4
0812967240;0060987103;4
0671024094;0671038443;4
0440414806;0553575384;4
067100042X;1558745718;4
0425158594;0425142485;4
0679426159;0449911004;4
0425158594;0425128164;4
0425158594;0425121259;4
0064405842;0553213148;4
0811801802;0804111359;4
0811801802;0811811409;4
0345423291;0345445848;4
0345436911;0060934417;4
0553561618;0515132020;4
0375701907;0312199430;4
0449003981;0671003755;4
0553580191;0553582747;4
0385498721;0312966091;4
0679432477;1400031354;4
0743454529;0316096199;4
038549081X;0441790348;4
0743454529;0316780812;4
0064471101;0064407055;4
0385498721;0312195516;4
0449911004;0452282829;4
0380721643;0316666343;4
0515102636;0671021001;4
0446394521;0671021001;4
0448095017;0553213148;4
0684865742;038542017X;4
0671867172;0316693294;4
0684872153;0671042572;4
0684872153;0671693816;4
0804111359;0679442405;4
0373250126;0316666343;4
0140270590;0345445848;4
0399142789;0316666343;4
0373250126;0446672211;4
0451523377;0316666343;4
0373250126;0743237188;4
0553274503;0316666343;4
0684865742;0380710218;4
0451188454;0312966970;4
0380789035;0671003755;4
0441003257;034541389X;4
089480829X;0684872153;4
0684865742;0316601950;4
0373250118;0385335881;4
0399133143;0786890436;4
0380789035;0517149257;4
0553277472;0312282990;4
0451169530;0312305060;4
0804111359;0679742298;4
0399133143;155874262X;4
0804111359;0679746048;4
042518286X;0804111359;4
0451188454;0316096199;4
0671759345;0316666343;4
0451169530;0312291639;4
0373250126;0060987103;4
089480829X;1558744150;4
089480829X;1558531025;4
0804111359;0684801523;4
0671867172;0312966970;4
067101420X;0515136379;4
0684865742;0452282829;4
0804111359;0553279912;4
067101420X;0515136530;4
0440404193;0312195516;4
0440404193;0316284955;4
014038572X;0767902521;4
0451169530;0380718340;4
055357230X;0061009059;4
0441003257;0380813815;4
0553277472;0060987103;4
0684865742;0446672211;4
0553572326;0312265867;4
0920668372;0836221362;4
0440407524;0440498058;4
0451169530;0345413881;4
0385498802;087113795X;4
067101420X;0399149848;4
006098824X;0316096199;4
0670030643;0061009059;4
0553572326;0316666343;4
0140270590;0446672211;4
0553572326;0345413881;4
0515119644;0446606189;4
0399133143;0743237188;4
0060175966;0380789035;4
0671867172;0440225701;4
0671744216;051513287X;4
0671744216;0515132020;4
0671744216;0515131229;4
0671744216;0515128546;4
0671744216;0515121843;4
0380789035;0345339681;4
0060175966;0375705856;4
0804111359;0811801802;4
0380789035;0345313860;4
0688170528;0743454529;4
0425188787;0425178951;4
055357227X;0060920084;4
0894808249;055321313X;4
0425188787;0380721643;4
0688170528;0375500510;4
0140481346;0399501487;4
055357227X;0316666343;4
0399133143;0451190556;4
055357227X;0345413903;4
0399133143;0451190521;4
055357227X;0345413881;4
0380789035;0312195516;4
0553572202;0553285920;4
044661193X;1400031354;4
0684862719;0316601950;4
0441003745;0441009239;4
0451188454;0440940001;4
0425188787;0553279556;4
0425188787;0553284789;4
0380817691;0345413873;4
0517149257;0380789035;4
0671025333;0446672211;4
006019491X;0060938455;4
0380789035;0060175966;4
0553572202;0679454470;4
0451188454;0425154092;4
055357258X;0316666343;4
0804111359;0877017883;4
0553572202;055357230X;4
0553572202;055357227X;4
0385498802;0312195516;4
0451188454;034541389X;4
0385498802;0316666343;4
089480829X;0399501487;4
0140440046;0316666343;4
0671024248;0451169530;4
0060175966;0385721420;4
0671867172;0380718340;4
055357227X;055357230X;4
055357227X;0553572202;4
0688163173;0316666343;4
0671867172;0425121259;4
0671867172;0425128164;4
0670851086;0451169530;4
0894808249;0842329242;4
0894808249;0836218515;4
0385498802;0316096199;4
0553572326;0553299506;4
089480829X;0316666343;4
055357227X;0449219461;4
055357227X;0449219364;4
055357227X;0446606189;4
0553572326;0515119644;4
089480829X;0312195516;4
055357230X;0446606189;4
0515120006;0439139600;4
0385498802;0452282152;4
0399144463;0877017883;4
0671867091;0385335881;4
0140280464;0316666343;4
0671864173;0440225701;4
0060175966;1400031362;4
0345313151;0345338588;4
0140296298;0316666343;4
0670839531;0345339681;4
0451523377;0446363251;4
0399144463;0385484518;4
0670839531;0345444884;4
0671867091;0440200989;4
0451523377;0441790348;4
0670031909;0670030643;4
0316666009;0399150897;4
0345313151;0441790348;4
0671867091;0061009059;4
0671867091;0312955006;4
0345313151;0440180295;4
0440407524;0316666343;4
0399144463;0811801802;4
0316666009;0316693294;4
0399144463;0553296981;4
0399144463;0553294903;4
014038572X;0449221482;4
0811811409;0811801802;4
067101420X;0515131229;4
0385498802;0679746048;4
0399143947;0684835959;4
0515119644;0553572326;4
067101420X;0515132020;4
067101420X;051513287X;4
0385498802;0375412530;4
